description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
F_Lysine degradation	698.926296296296	926.986666666667	1712.34666666667	1935.42296296296	1612.20518518519	1082.79851851852	1955.12555555556	1457.87296296296	614.02	1085.00148148148	4267.16851851852	606.166296296296	1122.40259259259	769.72	1401.91185185185	498.305925925926	355.987037037037	1225.39259259259	1453.26888888889	2157.97518518519	846.634074074074	880.482222222222	1327.38074074074	963.985925925926	1583.4962962963	701.754814814815	577.128148148148	884.405925925926	1559.45888888889	1499.37444444444	762.13962962963	862.00962962963	1018.51888888889	2392.47111111111	786.114074074074	611.538518518519	1573.93851851852	680.382962962963	414.405925925926	621.047407407407	1435.5562962963	1424.10111111111	543.475185185185	801.660740740741	639.638888888889	1026.22407407407	1896.6537037037	981.572592592592	1179.71481481481	635.57962962963	879.08	1962.40555555556	929.682962962963	511.951111111111	951.908518518519	1665.65148148148	541.845925925926	875.39962962963	694.268888888889	839.121111111111	691.027407407407	921.228888888889	318.847407407407	984.457777777778	1141.89888888889	2466.14074074074	1161.58185185185	1639.41037037037	612.564074074074	751.249259259259	2995.10555555556	1675.70296296296	1179.58814814815	1097.95	753.709259259259	349.49962962963	215.711851851852	478.489259259259	848.369259259259	3077.24	2604.55222222222	752.017777777778	801.47	1247.20296296296	2114.66222222222	2000.88407407407	1131.19555555556	1223.80703703704	1124.61	1799.24	1053.77037037037	7929.49185185185	1344.73888888889	2770.67925925926	711.32037037037	779.034074074074	845.596296296296	3332.39481481482	321.654444444444	964.39037037037	1234.23148148148	858.522222222222	1399.56	894.855925925926	1218.77925925926	1158.72925925926	670.87	399.542962962963	691.913333333333	1209	1093.23037037037	397.816666666667	1127.88185185185	488.43	3783.17185185185	659.595185185185	2346.01444444444	684.58037037037	473.588518518518	869.076666666667	536.165555555556	681.084814814815	562.02962962963	616.161851851852	2816.84481481481	977.814074074074	1929.20222222222
K_Penicillin and cephalosporin biosynthesis	172.668571428571	112.107142857143	353.204285714286	694.744285714286	290.932857142857	356.751428571429	123.475714285714	622.005714285714	186.285714285714	157.002857142857	1872.14714285714	163.142857142857	91.9885714285714	144.821428571429	161.928571428571	85.0714285714286	97.8571428571429	247.862857142857	320.167142857143	717.357142857143	106	178.678571428571	306.755714285714	65.8214285714286	154.642857142857	193.071428571429	93.6785714285714	217.265714285714	579.704285714286	214.321428571429	14.69	189.561428571429	164.73	300.292857142857	172.402857142857	20.0714285714286	168.057142857143	69.5714285714286	87.6628571428571	113.392857142857	219.387142857143	455.805714285714	194.285714285714	187	137.535714285714	232.75	142.368571428571	96.3928571428571	203.265714285714	194.432857142857	202.642857142857	789.065714285714	242.051428571429	37.4642857142857	155.035714285714	391.021428571429	94.1071428571429	33.7142857142857	85.6071428571429	166.52	42.7142857142857	55.6428571428571	41.76	92.0714285714286	54.7142857142857	330.194285714286	78.6071428571429	517.168571428571	160.985714285714	306.285714285714	814.741428571429	264.351428571429	179.011428571429	56.9285714285714	127.607142857143	44.9642857142857	54.2857142857143	69.3928571428571	125.071428571429	1015.07142857143	828.4	183.857142857143	267.357142857143	314.075714285714	156.821428571429	626.454285714286	504.61	246.678571428571	104.5	443.632857142857	432.948571428571	2735.55285714286	278.841428571429	1071.60142857143	241.387142857143	19.03	226.62	266.071428571429	68.2657142857143	81.3214285714286	230.815714285714	169.161428571429	288.097142857143	345.632857142857	203.977142857143	232.321428571429	138.392857142857	77	28.5714285714286	135.857142857143	179.545714285714	64.1428571428571	194.571428571429	96.1428571428571	1263.90428571429	82.7142857142857	287.795714285714	176.297142857143	54.6071428571428	301.75	92.8571428571429	28.1428571428571	154.958571428571	102.887142857143	1096.39285714286	171.52	801.404285714286
F_Arginine and proline metabolism	1994.05063492063	4469.79650793651	4175.61888888889	5141.99682539683	5702.84587301587	2982.77047619048	2836.92349206349	3901.22968253968	2198.05476190476	5809.88555555556	8064.18396825397	3005.41349206349	4790.25492063492	2860.43650793651	6633.4153968254	2268.95523809524	1981.8780952381	3850.35952380952	5140.32174603175	5694.82015873016	4206.83714285714	2290.92396825397	4294.20841269841	5425.65111111111	7271.61047619048	2763.73825396825	2796.05285714286	2712.02428571429	3937.45666666667	6370.23777777778	3688.42634920635	4102.00206349206	3882.17746031746	9135.55015873016	3411.60349206349	3480.90015873016	6890.7053968254	2974.3119047619	1438.10968253968	2516.00968253968	6028.21047619047	4205.6526984127	2153.37317460317	4959.33	3170.93126984127	3003.13190476191	7802.36317460317	4686.00317460317	5798.81412698413	3154.57111111111	2421.30079365079	6752.49555555556	3787.15634920635	2415.05317460318	3687.23428571429	4088.26063492063	2715.50285714286	4834.6446031746	3567.12158730159	2403.3626984127	3790.78746031746	4752.36301587302	1398.30253968254	4074.61365079365	3209.18698412698	8416.02634920635	5843.30174603175	5361.14079365079	1237.44095238095	3425.56841269841	4955.86619047619	7989.28253968254	4540.40952380952	5940.92031746032	2504.19761904762	1973.3080952381	1032.16301587302	2582.64396825397	3036.36349206349	7806.58682539683	2852.3753968254	2091.34523809524	2581.69206349206	2967.71492063492	9500.1880952381	4125.58904761905	2888.7326984127	3926.77761904762	3746.0273015873	4824.91380952381	3331.66793650794	8423.88682539682	4062.36031746032	5352.77253968254	1858.61158730159	4118.70587301587	3039.5053968254	13660.0596825397	1398.63650793651	3992.88650793651	3932.43761904762	3058.59079365079	4859.06301587302	3585.30825396825	4476.12	6143.75174603175	2065.14492063492	2027.14301587302	3949.59571428571	4920.75222222222	3499.00777777778	1525.94301587302	3858.16396825397	1862.97793650794	4808.85968253968	2978.6926984127	11340.5550793651	2608.90888888889	2671.66412698413	3640.6280952381	2329.75603174603	3413.81920634921	1404.41873015873	2988.76015873016	7237.09349206349	3096.04634920635	2918.92365079365
F_Histidine metabolism	2631.44578947368	7173.07789473684	5604.91263157895	6839.25894736842	8310.88263157894	4452.56842105263	5176.68105263158	5251.48789473684	3488.47368421053	9797.56578947368	12751.3521052632	5230.60315789474	7792.60473684211	4624.98421052632	11320.5910526316	3778.10210526316	3527.71947368421	5301.94631578947	7903.52157894737	7519.58263157895	6394.26789473684	3334.25736842105	6007.87947368421	9245.96421052631	11417.4552631579	4286.59631578947	4963.60894736842	3454.06263157895	4310.65842105263	10883.1489473684	6201.55263157895	6921.4352631579	6062.09631578947	12840.5326315789	5100.24157894737	5588.84105263158	10181.5847368421	4858.82684210526	1843.45368421053	4195.87315789474	10481.6015789474	5294.01473684211	3608.23157894737	8799.85	5483.30631578947	4121.80368421053	12978.9542105263	8000.6147368421	9045.40947368421	5587.14263157895	3147.28052631579	9600.17789473684	5986.08578947368	4150.14	5947.54	4854.68105263158	4770.79736842105	8109.42421052632	5848.05105263158	2945.67526315789	6818.18789473684	7088.97894736842	2270.95105263158	6776.35631578948	4192.46315789474	13282.5752631579	10276.4352631579	7910.35578947369	1830.74157894737	5192.11631578947	7334.87842105263	13949.0584210526	6590.69736842105	9828.42842105263	3827.29263157895	3417.49894736842	1808.57578947368	4507.78473684211	4462.38421052631	11647.5326315789	5788.73947368421	2845.82631578947	3978.11473684211	3426.50210526316	16125.9252631579	4364.23736842105	4345.27263157895	5474.92631578947	6402.75947368421	7250.68947368421	5242.58105263158	15667.0078947368	5848.79631578947	7187.35684210526	2908.46736842105	7115.44894736842	4402.06736842105	18790.6842105263	2337.74315789474	7074.09315789474	5895.22421052632	4594.67736842105	7734.79789473684	6237.10894736842	7385.27894736842	10138.7131578947	3240.14263157895	3531.06421052632	5957.40263157895	8266.79421052632	5157.05631578947	2296.77578947368	6334.68526315789	2815.36842105263	8158.4052631579	5089.96210526316	19146.57	4251.58578947368	4452.06368421053	6318.24263157895	3615.50263157895	5811.57789473684	1877.53368421053	4899.35473684211	10775.1721052632	4522.12578947368	3122.15736842105
F_Tyrosine metabolism	857.821935483871	1416.10806451613	1809.74580645161	2636.71258064516	2263.45322580645	1177.97677419355	1794.21322580645	1897.92483870968	819.339677419355	1822.5135483871	4182.08677419355	956.231612903226	1459.64161290323	950.62935483871	1992.9835483871	824.019032258064	621.834516129032	1748.01225806452	1746.73709677419	2601.0135483871	1487.40032258065	1054.69322580645	1512.61483870968	1713.68096774194	2288.94032258064	948.468387096774	946.661935483871	941.315483870968	1854.42548387097	1986.70483870968	1150.0864516129	1453.19612903226	1617.6664516129	2987.65290322581	1164.76290322581	1079.23322580645	2301.48838709677	967.634516129032	610.451612903226	780.871290322581	2016.45548387097	1601.99967741935	907.601290322581	1497.14516129032	1031.19290322581	1151.03193548387	2414.46806451613	1458.02870967742	1997.76193548387	1007.37709677419	893.521612903226	2790.10483870968	1429.72741935484	757.702580645161	1280.30774193548	1663.99419354839	794.084838709677	1419.11032258065	1165.50193548387	960.131290322581	1197.75903225806	1866.07032258065	442.136129032258	1243.42193548387	1810.90870967742	2899.09483870968	1813.92709677419	1992.00709677419	676.307741935484	1169.22064516129	2632.52806451613	2402.45709677419	1601.11451612903	1787.22580645161	824.285806451613	553.525161290323	313.091290322581	778.436774193548	1042.5364516129	3297.31677419355	3843.42193548387	858.586451612903	1015.83806451613	1234.45225806452	2963.42322580645	1869.46290322581	1457.30129032258	1466.51935483871	1330.37967741935	1895.71741935484	1387.5964516129	10733.9677419355	1442.44290322581	2206.25483870968	785.804516129032	1284.15612903226	1177.34774193548	6307.15612903226	475.428064516129	1233.17387096774	1389.12516129032	1026.03709677419	1606.88774193548	1209.72193548387	1451.45161290323	2447.0864516129	793.473870967742	642.572580645161	1323.8035483871	1569.54258064516	1263.28096774194	535.62	1857.41129032258	757.114516129032	4530.99258064516	1163.11516129032	3713.38967741935	979.607419354839	850.332258064516	1213.21290322581	790.018387096774	1021.84451612903	560.391935483871	887.430322580645	2787.39258064516	1106.10258064516	1415.46483870968
F_Phenylalanine metabolism	1251.35884615385	1855.44153846154	2797.575	2781.87038461538	2508.95269230769	1406.21884615385	2094.48692307692	2156.70961538462	945.811923076923	2156.85307692308	5107.89923076923	1164.91115384615	1827.13038461538	1385.56846153846	2337.49153846154	905.533076923077	777.766538461539	2336.55653846154	2870.96461538462	3322.26615384615	1816.23038461538	1470.36576923077	2387.46692307692	2132.70038461538	3094.14807692308	1302.64615384615	1139.43846153846	1515.55076923077	2687.52923076923	2585.28884615385	1447.54153846154	1702.345	2050.86269230769	4635.14846153846	1550.54615384615	1059.66461538462	3343.51115384615	1286.35	882.888846153846	1105.45538461538	2363.76038461538	2552.03153846154	1007.24192307692	1655.73461538462	1234.04692307692	1785.09884615385	3391.66884615385	1887.46192307692	2537.26923076923	1151.10461538462	1554.28307692308	3536.36269230769	1768.53384615385	956.654615384615	1744.23615384615	2834.86076923077	928.026153846154	1919.85192307692	1481.61153846154	1631.10115384615	1507.50538461538	2256.10576923077	615.451153846154	1569.75192307692	1621.96692307692	3769.07269230769	2157.89769230769	2971.35692307692	740.432692307692	1593.38115384615	2995.12153846154	2755.99346153846	2316.01846153846	2448.51692307692	1306.63961538462	647.207692307692	324.584615384615	995.838461538462	1521.06153846154	3564.74538461538	2618.08115384615	1106.11769230769	1508.37615384615	2078.66192307692	3538.65346153846	3043.97230769231	1408.62884615385	2369.67307692308	1665.21346153846	2723.87538461538	1587.37153846154	8203.37653846154	2201.30884615385	2481.33192307692	866.149230769231	1802.21846153846	1523.62884615385	5743.055	561.097307692308	1532.18730769231	1892.59692307692	1586.52192307692	2376.34692307692	1475.49807692308	1652.67307692308	2544.27923076923	958.015384615385	793.119230769231	1644.49653846154	2001.22961538462	1691.64461538462	720.169615384615	1950.83423076923	972.194230769231	3985.16230769231	1288.00576923077	4672.45769230769	1099.75192307692	983.787307692308	1358.04115384615	937.341923076923	1378.30923076923	925.198846153846	1259.825	3769.64846153846	1562.74153846154	1867.23269230769
L_Chlorocyclohexane and chlorobenzene degradation	292.743	251.85	707.883	1775.801	497.148	346.841	1184.921	828.789	243.94	294.99	1938.535	229.65	234.048	261.383	417.333	158.27	116.317	385.379	424.5	965.85	182	375.417	342.009	241.55	387.9	406.4	151.55	288.286	618.403	509.8	297.414	279.688	297.536	592.17	169.307	346	364.605	185.117	130.964	194.25	463.504	517.914	245.467	236.8	185.267	385.823	531.61	258.4	233.336	252.893	291.1	1592.188	408.256	155.217	350.667	572.85	128.15	114.417	160.65	245.014	96.8	439.767	90.657	357.294	83.5	742.336	394.783	670.723	290.37	176.35	1158.374	470.504	353.45	162.683	219.65	116.34	109.6	178.933	219.467	1285.796	1224.2	275.6	340.52	473.023	468.7	828.403	551.259	387.48	450.55	652.31	492.984	3698.924	517.331	831.354	234.476	244.838	354.299	533.85	122.751	254.833	407.625	297.167	525.443	353.46	349.651	719.95	266.15	120.87	170.45	442.383	396.041	156.15	448.89	181.45	1589.383	260.05	626.907	248.804	148.083	339.333	186.1	167.377	228.521	145.431	1020.84	312.887	676.168
L_Benzoate degradation	602.47	1138.17815789474	1622.36263157895	1618.87315789474	1779.63421052632	1070.23368421053	1999.07947368421	1595.71342105263	596.031842105263	1572.42815789474	4226.45473684211	677.169210526316	1021.24868421053	721.847368421053	1603.81763157895	639.268684210526	444.071842105263	1068.65605263158	1048.59578947368	2289.00789473684	965.342105263158	986.430263157895	1012.09236842105	1215.77631578947	1557.41578947368	603.551578947368	623.089473684211	677.136578947368	1525.48578947368	1492.44078947368	936.982368421053	955.476315789474	1037.62868421053	1952.02631578947	821.533684210526	869.994473684211	1440.37973684211	732.531315789474	405.53447368421	519.289736842105	1525.38131578947	1377.12289473684	637.664210526316	1299.245	665.377631578947	915.224210526316	1552.18684210526	1092.31131578947	1337.85894736842	787.406315789474	660.612368421053	1293.77526315789	850.068421052631	517.805263157895	952.801578947368	1211.44289473684	689.087105263158	1223.28789473684	730.15	660.370526315789	541.716052631579	745.222368421053	332	1024.39894736842	844.669473684211	2162.46947368421	1210.055	1437.54394736842	685.327894736842	805.302105263158	3633.51894736842	1640.70789473684	1112.18289473684	1435.56342105263	649.663947368421	429.133684210526	255.047631578947	544.561052631579	714.668421052632	3635.78947368421	4618.36736842105	718.205789473684	734.945789473684	968.511315789474	2074.31736842105	1546.33394736842	1274.65710526316	1027.14105263158	1149.23052631579	1571.86789473684	1023.08921052632	12599.3252631579	1107.275	3182.79315789474	717.207105263158	938.541052631579	824.722368421053	4101.88526315789	327.402631578947	886.781578947368	1065.92368421053	779.458157894737	1299.72578947368	745.067894736842	1234.87973684211	1774.01052631579	558.208684210526	495.121842105263	757.639210526316	1255.305	835.846842105263	396.858421052632	1665.68315789474	491.636578947368	5370.13842105263	802.504210526316	2398.95263157895	666.496578947368	566.816578947368	1105.52815789474	646.402368421053	759.326578947368	441.328684210526	516.157631578947	2877.81736842105	713.21	2122.66052631579
L_Bisphenol degradation	0	0	1372.73	0	0	768.371666666667	1917.22	1524.44666666667	761.175	0	2794.08	0	0	0	0	0	0	0	0	2206.36	0	1085.36333333333	1277.35666666667	0	0	0	0	785.71	1803.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430.70333333333	0	0	0	0	0	0	0	0	0	0	0	0	3497.73333333333	0	0	696.538333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038.48333333333	1196.755	0	1702.51833333333	1012.81166666667	13083.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.113333333333	659.928333333333	0	0	0	682.378333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	1290.255	0
L_Fluorobenzoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389.3375	0	0	0	0	0	0	0	0	0	0	0	4179.3	0	0	0	0	0	821.9525	0	0	479.24125	0	11320.07125	407.3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4533.04125	0	0	0	0	0	0	0	0	0	0	0	0
F_Tryptophan metabolism	681.961935483871	823.093548387097	1489.26838709677	2436.98161290323	1759.60419354839	1103.32709677419	2234.93419354839	1558.06709677419	595.281935483871	1211.41903225806	5252.62838709677	606.23064516129	1058.39161290323	665.478064516129	1401.60935483871	554.338064516129	354.771612903226	1292.71677419355	1048.66096774194	2194.8264516129	861.236774193548	846.886451612903	1071.27483870968	1093.44774193548	0	0	614.139677419355	683.235483870968	1356.78290322581	1453.85677419355	874.753225806452	1010.17193548387	998.99	1622.07387096774	712.039032258064	679.288387096774	1147.06419354839	687.571290322581	405.221935483871	544.23935483871	1530.37580645161	1225.52225806452	0	0	0	885.963225806452	1442.26903225806	954.370322580645	1130.81096774194	711.436451612903	623.474193548387	2087.64774193548	916.736774193548	511.205483870968	929.688709677419	1243.34032258065	562.855161290322	847.468064516129	567.18	622.480967741936	643.242903225806	1255.15032258065	285.710322580645	1008.21548387097	1517.25064516129	2348.18774193548	1236.22032258065	1299.18290322581	678.22	711.986774193548	3164.72677419355	1593.01838709677	946.549677419355	1075.50483870968	660.20064516129	0	0	555.041290322581	740.805806451613	3399.08838709677	2684.92580645161	0	719.701290322581	957.874516129032	2056.00419354839	1581.09935483871	1291.00451612903	958.963870967742	0	1731.46032258064	1042.85258064516	8382.54870967742	1200.40225806452	2925.32806451613	725.252258064516	820.2	774.722580645161	2831.63838709677	298.474516129032	954.932258064516	1122.63548387097	742.221935483871	1216.83677419355	727.311935483871	1181.17483870968	1456.07903225806	614.899677419355	394.443225806452	835.310322580645	1190.14258064516	936.541290322581	386.948387096774	1133.51032258065	388.915161290323	4022.83580645161	730.128709677419	2192.93064516129	653.241935483871	537.957096774193	893.590322580645	482.136129032258	690.405483870968	454.552580645161	440.417741935484	2668.72193548387	844.883548387097	1919.39483870968
F_Phenylalanine, tyrosine and tryptophan biosynthesis	3449.6564516129	6996.31225806452	5650.19419354839	7389.54193548387	8988.81935483871	4178.40806451613	4210.80806451613	5067.93677419355	3317.39064516129	9857.23806451613	11380.9906451613	4858.13516129032	7338.93580645161	4342.86580645161	10515.0967741935	3806.04419354839	3191.86709677419	7330.42903225806	7495.85709677419	7925.4835483871	6777.85612903226	3218.86161290323	5960.87258064516	9050.34129032258	11413.2525806452	4001.28	4593.99838709677	3678.05387096774	5454.5035483871	10010.974516129	6171.12419354839	7284.50032258065	6281.41290322581	12384.0170967742	5588.03258064516	6392.29580645161	9641.7064516129	4817.31967741936	2410.04838709677	3955.3364516129	10129.3603225806	5770.57419354839	3511.84935483871	8637.38870967742	5482.72032258065	4356.55193548387	12305.4670967742	7533.15258064516	9632.8335483871	5271.03677419355	3130.91612903226	8964.37193548387	5812.96483870968	3912.1464516129	5971.69903225806	5243.85677419355	4599.69580645161	8134.39709677419	5522.87129032258	3397.99612903226	6317.17580645161	7559.86322580645	2182.1335483871	6642.34516129032	5301.34451612903	13188.0477419355	10018.1974193548	7475.98258064516	1704.87612903226	5094.74064516129	6783.43225806452	13447.8506451613	6518.53516129032	9733.30032258064	3742.59935483871	3341.71741935484	1736.72612903226	4123.78419354839	4389.21516129032	11104.4525806452	6471.95387096774	3407.74483870968	3885.40806451613	3996.41709677419	15448.9464516129	5242.79064516129	4008.53870967742	5229.26290322581	6784.87612903226	6709.66580645161	4732.34322580645	16931.1493548387	5608.0935483871	6542.58258064516	2857.67870967742	6678.01225806452	4268.01193548387	17013.5458064516	2267.15709677419	6428.98580645161	5906.38967741935	4503.19774193548	7057.14483870968	5641.94258064516	7679.01419354839	10701.5248387097	3322.22032258065	3336.62064516129	6384.85774193549	7803.53290322581	5510.38580645161	2344.64870967742	6030.18838709677	2551.03548387097	8615.4935483871	4886.83903225806	18895.8841935484	4071.40548387097	4342.51967741935	6180.07096774194	3536.94935483871	5251.86516129032	1914.29903225806	4395.02967741935	9418.04	4585.89193548387	2842.87064516129
G_beta-Alanine metabolism	1920.691875	2141.929375	3786.8875	3920.5975	3869.01	2444.255	3187.6075	3546.586875	1574.7075	3551.6225	7459.575625	0	3218.764375	1968.78	3748.045	1353.385625	0	3803.18375	4158.335	5344.0475	0	1968.44375	3424.40125	3379.4575	0	0	0	2223.366875	3353.331875	4199.61	0	2813.42	2768.366875	6099.849375	2234.475625	2350.16625	0	0	1125.52625	0	4095.6025	0	0	3003.590625	0	0	4905.813125	2860.78125	0	0	0	0	2688.044375	1514.291875	0	3697.141875	0	0	0	0	0	0	0	0	0	6159.680625	3792.42625	3885.8275	1210.605	0	5195.900625	4671.2125	0	3678.390625	1964.02375	0	0	0	2225.023125	6244.8525	3967.321875	1812.999375	0	0	6175.3975	4153.12125	2643.67375	3006.05625	0	4071.68125	2777.4575	11908.31	3256.78375	4288.1775	1473.69	0	0	6979.98125	895.713125	2469.404375	2861.939375	0	3459.99875	0	3037.27625	3463.714375	1329.241875	1299.939375	0	3131.468125	2499.601875	1131.92375	0	0	5965.750625	0	7450.23875	0	1631.9075	2387.26375	0	0	1302.520625	0	5733.391875	2264.146875	2861.895625
G_Taurine and hypotaurine metabolism	2115.03125	3060.24875	4033.92	5205.70875	5166.69625	3207.6875	2625.90125	3949.43375	2061.1275	4742.41125	8064.84	2458.53125	4372.05875	2554.6025	5271.35	1901.12375	1554.58625	4449.685	5496.765	5842.0625	3986.12125	2079.14	5195.895	4477.80125	7003.735	2514.79375	2537.30375	2956.65625	3820.8975	5554.96	3426.92	3324.66375	3627.33875	8787.67	3171.0075	2411.6325	6171.20875	2571.20125	1391.7375	2346.88	4944.69625	4049.095	1857.8	3756.63375	2727.9175	2874.00875	7245.92	4129.15875	5335.565	2529.05625	2547.1875	6978.0075	3558.96125	2089.6375	3271.44375	4198.2675	2175.35125	3639.0825	3197.5025	2451.805	3747.8925	5593.00625	1231.44125	3515.43	0	7748.6775	4717.9975	4976.4025	1220.55	3255.88375	5179.84625	6712.35375	4253.095	4767.01625	2346.4675	1427.5275	787.46875	2481.30375	2741.325	7611.43375	3929.44	1955.375	2311.06375	3143.0225	8218.32125	4321.44875	3063.12125	3899.9275	3513.6775	4387.64875	3221.84625	11031.665	3966.80375	5127.10375	1835.52125	3157.135	2873.64375	14204.62	1296.57875	3421.98125	3516.78125	2859.56375	4275.24625	3163.33375	3858.40125	5405.31	1899.8275	1636.205	3120.165	4343.205	3704.9025	1263.5125	3557.13875	1808.47875	5580.3425	2530.6025	10133.42875	2457.185	2186.17875	2854.9975	1946.74375	3131.49375	1375.805	2684.3775	6602.3125	2768.18625	3002.335
G_Phosphonate and phosphinate metabolism	262.495	853.355714285714	867.103571428572	1220.58	883.527142857143	643.434285714286	712.283571428571	1002.38428571429	498.484285714286	981.504285714286	1785.51214285714	680.239285714286	879.132857142857	571.031428571429	1078.58714285714	428.801428571429	445.223571428571	469.882142857143	465.812142857143	1129.29285714286	1028.235	567.215	1073.15857142857	779.715	1200.325	514.473571428571	656.711428571429	831.711428571429	835.018571428571	1071.13714285714	638.797142857143	593.181428571428	919.975	3019.82357142857	753.426428571429	554.925714285714	1879.85785714286	511.005	258.470714285714	407.887142857143	1100.69357142857	978.115714285714	380.654285714286	597.408571428571	612.867142857143	657.422142857143	865.135714285714	572.186428571429	1337.35571428571	471.648571428571	624.556428571429	1869.98	828.99	344.508571428571	701.478571428572	997.464285714286	480.947857142857	1001.32642857143	905.775	664.012857142857	726.135	906.664285714286	284.059285714286	724.807857142857	1081.61928571429	1854.43785714286	903.102142857143	1323.95642857143	299.907857142857	913.802857142857	988.472857142857	1578.64571428571	969.386428571429	979.186428571429	497.861428571429	375.480714285714	168.345	502.018571428571	787.595714285714	1250.06571428571	1046.43	388.762857142857	603.786428571429	639.044285714286	2102.38571428571	859.022142857143	827.092857142857	1107.88357142857	811.510714285714	863.362857142857	762.126428571429	3308.90928571429	870.070714285714	958.012142857143	364.677142857143	767.586428571429	661.025	3912.32857142857	366.945714285714	784.484285714286	809.035	520.182857142857	828.072142857143	863.505714285714	747.777857142857	1074.55785714286	463.252857142857	361.454285714286	924.587142857143	937.66	864.96	247.032857142857	835.152142857143	561.402142857143	1383.81071428571	524.857142857143	1962.02785714286	485.852142857143	493.361428571429	620.601428571429	570.497857142857	672.17	268.748571428571	686.487142857143	1543.12	615.863571428571	564.47
G_Selenocompound metabolism	3114.89666666667	5698.75333333333	5566.332	9064.42933333333	8867.12333333333	3820.50333333333	4086.978	4985.884	2947.58666666667	8708.09733333333	10733.554	4065.79266666667	6328.976	3778.55	8323.244	3023.998	2744.51066666667	6466.54133333333	6948.37333333333	7284.07866666667	5619.69533333333	2970.516	6342.26333333333	7729.228	10168.8753333333	3267.95266666667	3922.97533333333	3776.88066666667	5273.822	8233.06733333333	5137.46533333333	5923.52266666667	5669.13533333333	11765.5713333333	4739.48466666667	4773.398	9062.232	4088.05666666667	1883.046	3375.88866666667	8302.15266666667	5453.424	3050.48066666667	7650.79666666667	4416.3	3913.05133333333	10992.7773333333	6359.33	7865.56466666667	4463.61	3214.46266666667	10386.256	5200.56066666667	3201.30266666667	4958.684	5624.35533333333	3540.18533333333	6550.28333333333	4569.84066666667	3505.536	4655.28933333333	7565.88333333333	1940.404	5265.68266666667	6541.992	11347.4373333333	7540.744	7282.656	1528.19666666667	4353.98333333333	6169.36733333333	10461.5386666667	5888.41	8576.468	3235.28333333333	2597.69266666667	1399.616	3634.68866666667	3769.49133333333	9539.31666666667	4749.97333333333	2812.35866666667	3596.05333333333	4286.53066666667	11592.4093333333	5735.71066666667	3648.22333333333	5206.01666666667	5207.474	6391.978	4105.53	13588.2413333333	5247.774	5651.49066666667	2531.01866666667	5605.36933333333	4021.54933333333	14941.5426666667	1922.18933333333	5211.08866666667	5130.518	4047.55133333333	6406.04133333333	4881.51066666667	6132.598	9295.59866666666	2831.13133333333	2969.542	5051.05933333333	6471.094	4982.274	1835.01666666667	5521.70333333333	2361.24666666667	7304.05066666667	3942.904	15485.684	3788.08266666667	3677.15533333333	4997.25466666667	3028.68	4501.92	1862.87266666667	3949.412	8693.99933333333	4170.00933333333	2934.15666666667
