description	ERR1513669	ERR1513670	ERR1513671	ERR1513672	ERR1513673	ERR1513674	ERR1513675	ERR1513676	ERR1513677	ERR1513678	ERR1513680	ERR1513681	ERR1513715	ERR1513716	ERR1513717	ERR1513718	ERR1513719	ERR1513721	ERR1513722	ERR1513723	ERR1513724	ERR1513725	ERR1513726	ERR1513727	ERR1513728	ERR1513729	ERR1513730	ERR1513731	ERR1513732	ERR1513733	ERR1513734	ERR1513735	ERR1513736	ERR1513737	ERR1513738	ERR1513739	ERR1513740	ERR1513741	ERR1513742	ERR1513743	ERR1513744	ERR1513745	ERR1513746	ERR1513748	ERR1513749	ERR1513750	ERR1513751	ERR1513752	ERR1513753	ERR1513754	ERR1513755	ERR1513756	ERR1513757	ERR1513758	ERR1513759	ERR1513760	ERR1513761	ERR1513762	ERR1513763	ERR1513764	ERR1513765	ERR1513766	ERR1513767	ERR1513768	ERR1513769	ERR1513770	ERR1513771	ERR1513772	ERR1513774	ERR1513775	ERR1513776	ERR1513777	ERR1513958	ERR1513959	ERR1513960	ERR1513961	ERR1513962	ERR1513963	ERR1513965	ERR1513966	ERR1513967	ERR1513968	ERR1513969	ERR1513970	ERR1513971	ERR1513973	ERR1513974	ERR1513975	ERR1513976	ERR1513977	ERR1513978	ERR1513979	ERR1513980	ERR1513981	ERR1513983	ERR1513984	ERR1513985	ERR1513986	ERR1513987	ERR1513988	ERR1513989	ERR1513990	ERR1513991	ERR1513992	ERR1513993	ERR1513994	ERR1513995	ERR1513996	ERR1513997	ERR1513998	ERR1513999	ERR1514000	ERR1514001	ERR1514002	ERR1514003	ERR1514004	ERR1514005	ERR1514006	ERR1514007	ERR1514008	ERR1514009	ERR1514010	ERR1514011	ERR1514012	ERR1514013	ERR1514014	ERR1514015
D_Sphingolipid metabolism	0	1524.691	2236.1965	809.5945	2908.9185	1897.5255	993.569	2123.1895	1357.9015	4070.1315	2649.4625	2003.918	3405.188	1968.569	3101.9245	1093.9025	1354.0135	1499.279	5011.009	3301.407	3275.897	1367.293	3531.3735	4028.9315	7019.523	0	2080.1295	1913.1565	1754.4065	4599.483	2246.1655	1854.711	2622.582	8194.4355	2366.488	1802.571	6733.4875	2005.647	678.8125	1805.7425	3941.4355	2633.141	1279.912	3478.0655	2241.6375	1633.3645	7905.038	3240.646	4874.264	2189.6635	1905.314	4272.2335	2803.4415	1815.866	2035.882	2526.464	1745.0005	3575.1495	2957.0815	1484.757	2848.449	2686.0755	1139.5835	1736.5835	647.67	5830.0755	3823.6695	3784.5515	526.969	3224.586	1843.2765	5089.59	3591.497	4742.662	1697.197	1111.4685	501.4165	2117.4275	2232.0155	0	991.625	951.8355	1713.1785	1576.6485	7165.323	1610.544	1659.059	3058.0255	1835.7995	2230.604	2589.886	2995.8715	2368.8305	1585.195	856.247	2422.0835	2273.9865	9294.126	990.566	2589.2175	1955.943	2175.5155	2462.81	3115.7505	2459.261	3448.7595	706.8345	1563.83	3310.269	2933.0775	2424.2015	909.217	2760.287	1373.0295	1544.432	1417.4245	8095.1245	1765.8085	1988.7615	1882.682	1731.8875	2415.9325	777.922	2959.0535	3707.662	2681.8065	460.3465
H_Glycosphingolipid biosynthesis - lacto and neolacto series	0	0.323076923076923	3.73846153846154	0.384615384615385	0	0.123076923076923	2.16923076923077	0	1.15384615384615	23.4923076923077	0	14.9538461538462	0	13	11.5846153846154	4.04615384615385	24.0615384615385	0	0.923076923076923	0	5.01538461538462	0	0	0	0	0	45.6769230769231	5.67692307692308	0	2.27692307692308	0	0	0	0	0	0	0	2.50769230769231	0	0.876923076923077	0	10.8923076923077	0	0	3.07692307692308	21.6461538461538	0	0	9.13846153846154	0	19.7076923076923	0.184615384615385	0	3.26153846153846	1.67692307692308	0	0	4.87692307692308	12.3538461538462	0	7.96923076923077	0	0	5.35384615384615	52.6769230769231	0	16.4615384615385	0	1.63076923076923	16.7230769230769	0	10.9384615384615	0	0	0	4.6	0.476923076923077	0	2.52307692307692	0	0	0	0	2.63076923076923	8.30769230769231	2.86153846153846	0	5.70769230769231	0	0.2	0	2.56923076923077	3.4	0.507692307692308	0	0	0	4.10769230769231	3.35384615384615	6.36923076923077	0	0	0	0	3.64615384615385	0	0	0	0	0.815384615384615	0.630769230769231	0	0	19.2923076923077	0	0	0	0.861538461538461	1.92307692307692	0	0	2.27692307692308	1.32307692307692	0	0	0	0
B_Pyruvate metabolism	3342.27945945946	7127.72378378378	6006.08162162162	7791.17513513513	8504.55891891892	4208.51702702703	5025.80135135135	5479.92891891892	3166.46	8828.09783783784	12090.0097297297	4568.61621621622	7069.46864864865	4208.37324324324	10390.8543243243	3658.21054054054	3048.92783783784	6726.67945945946	7479.59513513514	8205.92972972973	6171.9927027027	3292.4072972973	6257.47783783784	8020.99675675676	10635.0735135135	4211.20783783784	4210.55243243243	3998.20837837838	6105.55513513513	9584.79702702703	5993.7727027027	6670.89405405405	5759.9227027027	13268.8218918919	5191.99891891892	5605.19297297297	10156.4740540541	4373.22324324324	2096.71837837838	3826.98783783784	9328.19486486486	6043.96810810811	3717.61432432432	7438.8472972973	5063.31945945946	4356.20513513514	12227.9097297297	7013.82810810811	7952.3927027027	5008.01135135135	3380.33621621622	9758.40378378378	5611.1854054054	3792.64810810811	5692.11297297297	6002.45054054054	4206.14459459459	7255.24216216216	5382.87	3612.72405405405	4917.63594594595	7421.19432432432	2055.16486486486	6634.03162162162	5877.70135135135	12661.5205405405	8796.3072972973	8162.29918918919	1936.69540540541	4856.49945945946	7420.70432432432	12247.3591891892	6580.32378378378	8710.26	3659.99324324324	3114.05972972973	1628.78891891892	3887.03891891892	4227.92216216216	11460.2367567568	6355.76648648649	3217.64513513514	3979.75216216216	4324.4827027027	14668.7286486486	6331.43054054054	4118.84	5547.19135135135	6120.84837837838	7243.58054054054	4917.36648648649	17237.9135135135	5926.08621621622	7232.6	2707.06378378378	6448.92621621622	4814.99324324324	23738.2010810811	2047.53756756757	6302.08243243243	5917.92	4457.14405405405	7216.67702702703	5560.95513513514	7180.41	9844.37918918919	3374.23243243243	3051.5627027027	5698.10432432432	7624.37513513514	5544.61162162162	2001.21405405405	5864.1527027027	2910.24243243243	8736.30027027027	4854.95324324324	17017.7335135135	4071.50459459459	3947.01324324324	5815.02027027027	3570.85135135135	5025.63972972973	2018.3872972973	4444.71324324324	10286.4394594595	4467.15783783784	3892.16945945946
L_Dioxin degradation	1100.60857142857	1283.10714285714	2712.50285714286	1770.51571428571	2699.57285714286	617.951428571429	935.654285714286	1336.82857142857	640.675714285714	2092.31285714286	1773.46142857143	824.204285714286	1014.48285714286	1200.38142857143	1744.65857142857	769.007142857143	0	1390.00428571429	1799.98428571429	2078.16857142857	939.932857142857	1161.34428571429	1482.21714285714	1668.07	1079.62285714286	1109.94857142857	775.44	1442.41	2993.95857142857	2106.39428571429	1268.57142857143	1322.04	1114.01571428571	3895.73571428571	1365.77857142857	1121.90857142857	2954.49428571429	1223.87	633.765714285714	872.471428571428	1647.93714285714	2430.35571428571	552.272857142857	1733.80714285714	932.63	1938.76428571429	1588.50857142857	1267.65714285714	0	0	1454.54714285714	2897.29857142857	1031.34714285714	669.852857142857	1600.74857142857	3146.27428571429	773.921428571429	0	1013.89285714286	1664.79714285714	0	0	550.162857142857	0	0	2629.62285714286	1722.68857142857	2779.76142857143	434.254285714286	999.332857142857	1051.07571428571	2671.51285714286	2173.88	2344.52714285714	1147.74571428571	768.232857142857	0	584.761428571429	1225.17285714286	1525.89428571429	330.838571428571	913.485714285714	1426.29428571429	2314.78	2334.23428571429	3909.78142857143	839.381428571429	2072.44285714286	0	2150.73285714286	830.321428571429	1253.97285714286	2047.57571428571	628.914285714286	441.822857142857	0	1295.21571428571	2720.53142857143	351.242857142857	1201.51	1750.16428571429	1378.11857142857	2409.37	1107.70714285714	1885.49428571429	2696.85714285714	951.01	670.698571428571	630.81	1811.14857142857	1697.82857142857	494.264285714286	0	722.257142857143	1233.9	963.142857142857	2591.73142857143	884.111428571429	599.165714285714	1556.67142857143	771.907142857143	0	963.047142857143	0	3099.46714285714	1263.78428571429	1085.56571428571
L_Xylene degradation	0	881.3	0	0	0	0	598.094	652.101	0	0	1302.609	0	0	749.167	0	0	0	0	995.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.048	0	678.794	1747.513	0	1376.769	0	0	0	0	0	0	0	0	0	0	0	0	546.945	968.83	0	1226.17	0	1954.054	1127.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.236	0	0	0	281.185	0	0	1166.297	0	1680.715	0	0	0	0	0	507.762	0	1650.587	0	0
L_Toluene degradation	0	459.680714285714	2730.085	0	0	1447.03642857143	2275.62357142857	1925.02	0	1235.13857142857	4529.69214285714	0	0	1282.95142857143	0	0	0	0	2909.86928571429	0	0	0	0	0	0	826.853571428571	0	0	0	2249.36928571429	0	0	0	0	0	0	2442.10642857143	0	0	0	0	0	0	0	0	0	2944.67142857143	0	0	0	0	0	0	0	0	2905.77	0	0	0	0	0	0	0	0	0	3736.08285714286	0	0	557.045	0	0	0	0	0	0	0	0	0	0	0	3143.56142857143	0	0	0	0	3063.57142857143	1433.32	0	0	0	0	9141.06857142857	0	0	946.905714285714	0	0	0	0	0	0	0	0	0	0	0	0	533.360714285714	0	1440.44428571429	0	748.754285714286	0	0	4344.075	0	4183.46071428571	0	0	0	0	0	938.946428571429	0	0	0	0
L_Polycyclic aromatic hydrocarbon degradation	0	0	0	481.911764705882	0	0	0	236.867647058824	0	9.54411764705882	484.738235294118	0	0	0	0	0	0	0	0	0	0	105.073529411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281.850588235294	59.9117647058824	0	0	0	0	4.23529411764706	0	0	0	0	0	0	0	123.852941176471	0	0	105.158823529412	0	405.491176470588	0	0	8.44117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.117647058824	0	1950.15294117647	0	0	0	0	0	0	10.5882352941176	0	0	0	0	0	0	0	0	8.23529411764706	0	0	0	46.8235294117647	0	0	785.235294117647	0	0	0	0	0	0	0	64.1176470588235	0	0	0	334.485294117647
L_Chloroalkane and chloroalkene degradation	0	0	1996.91076923077	2899.81538461538	0	1108.48153846154	2223.85307692308	2023.97153846154	1063.55153846154	0	4636.49923076923	0	1971.35615384615	0	3116.77769230769	1361.08692307692	0	0	0	2791.85538461538	0	1244.92846153846	1233.90307692308	0	0	0	0	913.603846153846	2392.14153846154	2776.67230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3707.13384615384	1992.15923076923	0	0	1577.23846153846	0	0	0	0	0	0	0	2208.06538461538	0	4197.49923076923	0	0	877.862307692308	0	2871.84	0	0	0	976.08	0	0	0	1277.77615384615	0	4953.48538461538	0	0	0	0	2076.95923076923	1585.05538461538	1390.65076923077	0	2411.26307692308	1540.16	13118.6984615385	1802.39461538462	2891.75230769231	1004.51076923077	0	0	0	0	0	2063.72846153846	0	0	0	2378.72076923077	0	1160.70076923077	909.157692307692	0	2592.79230769231	0	720.949230769231	0	0	5399.56692307692	0	4610.05461538462	0	1359.71076923077	0	0	0	602.140769230769	0	0	1504.06076923077	0
L_Naphthalene degradation	0	971.818571428571	0	0	1767.27571428571	0	0	0	0	0	0	937.872142857143	0	0	1618.86214285714	0	0	0	1418.92714285714	0	1433.66857142857	0	0	1606.53642857143	2073.78928571429	975.265714285714	874.344285714286	0	0	0	1095.11214285714	0	1179.15428571429	3112.29857142857	1172.20428571429	0	2483.03071428571	892.33	524.950714285714	700.38	1934.98857142857	1459.87714285714	920.148571428572	1232.97785714286	979.812142857143	1122.39571428571	1838.39571428571	1281.54785714286	0	0	885.685714285714	0	0	746.893571428571	1192.395	0	642.391428571428	0	1232.84714285714	1062.87642857143	0	0	421.215714285714	0	0	0	1717.5	0	0	1084.39857142857	0	2199.50428571429	1721.18357142857	0	709.975714285714	526.752142857143	0	768.175714285714	0	0	0	0	1059.17714285714	1175.71142857143	0	0	0	0	0	0	0	0	0	0	0	0	1046.09285714286	0	0	0	1292.475	959.185714285714	1397.78214285714	1243.14071428571	1333.33857142857	2224.72214285714	0	0	1250.58928571429	1517.31214285714	1270.32785714286	0	0	750.936428571429	0	1046.00571428571	0	842.360714285714	832.479285714286	0	772.282142857143	0	0	0	0	0	0
L_Aminobenzoate degradation	484.047666666667	408.928	1157.34166666667	1423.52766666667	1141.48066666667	710.302666666667	1175.17533333333	1303.79666666667	398.197	725.887333333333	3130.67933333333	310.434666666667	610.036	457.777333333333	760.703	327.866666666667	265.482	886.034333333333	830.746	1643.325	622.554333333333	728.380666666667	965.907	702.483333333333	1037.93033333333	492.662666666667	425.272	615.875333333333	1074.16733333333	955.133333333333	496.495333333333	554.486	709.519666666667	1758.771	543.511666666667	294.901	1217.00866666667	456.099666666667	274.322	329.499	818.583666666667	933.535666666667	404.605666666667	480.672	403.291666666667	658.907	986.738333333333	610.158666666667	710.280333333333	389.021666666667	566.028333333333	1365.23933333333	604.283666666667	325.033666666667	609.165	1044.758	324.728666666667	591.951333333333	512.468666666667	573.462	339.829	771.141333333333	228.023666666667	544.891666666667	703.213333333333	1570.22866666667	684.421666666667	1032.11533333333	453.526666666667	522.589666666667	1772.76133333333	762	859.405	800.278333333333	463.29	213.308666666667	106.67	339.444333333333	548.694	2058.178	2406.38933333333	452.183	543.312666666667	748.455333333333	1264.07766666667	1202.801	878.378666666667	942.393666666667	620.884666666667	1145.96533333333	856.827333333333	6997.907	821.625333333333	1476.894	359.951333333333	580.868333333333	552.553	2192.88933333333	180.903333333333	544.302	652.188	551.675333333333	828.854333333333	469.255	585.449666666667	863.274666666667	339.606666666667	264.414666666667	456.210666666667	677.036	605.862	244.366	955.211666666667	370.306333333333	2967.615	431.091333333333	1467.11433333333	415.726333333333	307.477666666667	488.939333333333	390.636666666667	482.604333333333	335.648	409.065666666667	1658.21766666667	566.282333333333	1077.23566666667
B_Glyoxylate and dicarboxylate metabolism	2399.97303030303	3361.31848484848	5003.7803030303	4822.78363636364	5710.92606060606	2894.34666666667	4320.56181818182	4004.77575757576	1998.23242424242	5405.77	9267.72242424242	2820.99242424242	4253.84848484848	2928.44727272727	5421.94333333334	2216.04272727273	1745.39484848485	4510.69848484848	5799.56454545455	6523.1803030303	3918.05515151515	2609.56272727273	4549.53787878788	4919.60787878788	6802.20727272727	2808.70666666667	2603.13151515152	3087.84242424242	4949.40181818182	5934.96666666667	3275.77727272727	3714.06424242424	4165.91272727273	9337.47606060606	3212.52212121212	2961.02272727273	6829.36424242424	2762.82151515152	1636.06878787879	2452.19727272727	5869.91545454545	4859.33848484849	2333.68484848485	4299.82848484848	3006.25272727273	3504.9696969697	7733.62272727273	4322.03363636364	5555.8693939394	2959.23393939394	2916.85787878788	6569.71303030303	3798.7206060606	2146.91545454545	3813.59303030303	5288.13636363636	2520.17484848485	4182.50848484848	3273.16696969697	2960.76454545454	3196.92545454545	4145.91363636364	1373.89606060606	3677.01151515152	3822.63272727273	8333.56484848485	5067.88242424242	6009.30121212121	1396.47333333333	3285.14424242424	6169.25787878788	6924.06909090909	4774.87272727273	5471.55151515151	2674.19212121212	1553.56121212121	906.124242424242	2330.1003030303	3056.88818181818	7883.70303030303	4439.44818181818	2353.11848484848	3012.15848484849	3817.59606060606	8544.40666666667	5668.29121212121	2710.1396969697	4331.48	4608.34393939394	4890.88060606061	3315.77090909091	13234.4487878788	4469.38606060606	5709.05939393939	1797.32696969697	3396.48818181818	3333.08636363636	12509.243030303	1271.26090909091	3512.23272727273	4011.95	3266.44272727273	4824.01727272727	3570.7003030303	4327.86606060606	5670.05090909091	2007.79333333333	1865.36727272727	3854.85393939394	4646.87151515152	3680.8603030303	1469.1296969697	3965.47393939394	1889.5396969697	6748.03878787879	2740.50909090909	10655.4018181818	2475.41848484848	2338.70484848485	3626.69848484848	2213.26606060606	2936.22303030303	1735.3603030303	2880.38757575758	7887.07060606061	3240.21181818182	3753.98181818182
L_Nitrotoluene degradation	975.036363636364	2628.29545454545	2224.59454545455	1899.17545454545	3356.48	701.995454545455	1049.22818181818	1156.28454545455	724.787272727273	2328.58363636364	1731.20727272727	1046.56545454545	1712.57181818182	995.908181818182	3243.70636363636	1200.89090909091	728.560909090909	1737.40272727273	1537.56636363636	2318.12090909091	1718.00363636364	1033.32545454545	1653.15545454545	1911.83181818182	2501.47363636364	1060.70454545455	881.780909090909	1702.66363636364	2860.78545454545	1943.78909090909	1389.19181818182	1983.13181818182	1725.50363636364	2939.89454545455	1425.89818181818	2486.87909090909	2226.86	1113.08363636364	591.243636363636	825.918181818182	2256.16	2058.50636363636	1121.45363636364	1723.13454545455	914.761818181818	1488.42181818182	3397.52454545455	1697.74909090909	1898.38454545455	1163.23	1079.18272727273	2949.09545454545	1147.74090909091	728.083636363636	1651.00454545455	2134.02363636364	872.459090909091	1823.09	1108.39545454545	1003.32909090909	652.949090909091	1874.50636363636	402.975454545455	1670.40636363636	1444.90909090909	3088.24	1564.37	2604.35363636364	492.535454545455	1382.51909090909	740.585454545454	2111.51272727273	1728.52272727273	1392.53181818182	854.635454545455	646.327272727273	499.787272727273	636.553636363636	1177.57090909091	2020.19636363636	1099.85636363636	894.43	1289.53727272727	1714.70727272727	3256.34181818182	3151.15727272727	781.483636363636	1399.97818181818	1351.40454545455	2399.17	1250.36454545455	2420.85636363636	1938.30272727273	732.853636363636	431.984545454546	1421.52181818182	1974.19272727273	9928.20545454546	441.008181818182	1343.12818181818	1899.42818181818	1393.11818181818	2325.98727272727	1224.95	1633.72181818182	4262.63545454545	699.034545454545	554.045454545455	1279.44727272727	1836.43090909091	1594.78909090909	496.356363636364	1665.05636363636	805.699090909091	1391.90727272727	1702.52272727273	3514.85272727273	1313.38636363636	668.698181818182	1470.26545454545	875.627272727273	1327.02818181818	725.065454545455	736.437272727273	2164.07818181818	1262.54090909091	695.694545454546
B_Propanoate metabolism	2196.71272727273	4085.97181818182	4158.07272727273	4538.59878787879	5008.74424242424	2623.99181818182	3827.40878787879	3806.85909090909	1836.32242424242	4559.90878787879	8875.12121212121	2540.69636363636	3889.32636363636	2455.89787878788	5754.33121212121	2044.81515151515	1548.18606060606	4441.04515151515	4269.89606060606	5790.98787878788	3293.65727272727	2265.72121212121	3763.29060606061	4118.87303030303	5697.87	2285.67363636364	2168.81181818182	2564.53939393939	4372.59939393939	5318.13	3202.25575757576	3784.40060606061	3475.73939393939	7532.36242424242	2920.6403030303	2996.0096969697	5381.27666666667	2428.28181818182	1353.86606060606	2120.34939393939	5233.38333333333	3872.57303030303	2132.87272727273	3657.74848484848	2663.66484848485	2841.54242424242	6662.75484848485	3730.88939393939	4274.99515151515	2566.58515151515	2197.1596969697	5425.89454545455	3251.20575757576	2001.59636363636	3347.04515151515	4082.86333333333	2153.94727272727	3731.61666666667	2774.36636363636	2423.04242424242	2645.06272727273	3528.76727272727	1120.14515151515	3912.09333333333	2898.38636363636	7475.02787878788	4803.06151515151	4961.83666666667	1506.59484848485	2575.58333333333	5958.01757575758	6392.26848484848	3807.48727272727	4382.78272727273	2230.39848484848	1614.45606060606	890.58303030303	1925.89636363636	2565.01696969697	7938.59878787879	5092.28939393939	2155.05	2602.40606060606	3029.81	8121.61939393939	4653.07424242424	2758.80121212121	3384.02727272727	3723.92212121212	4790.46909090909	3058.19757575758	14471.8675757576	3582.05787878788	5524.91272727273	1764.07939393939	3531.35848484848	2855.45666666667	16644.0703030303	1147.44545454545	3501.95424242424	3742.6396969697	2624.76636363636	4466.7603030303	3054.90909090909	4094.88272727273	5583.02484848485	2081.09878787879	1584.81	2985.56272727273	4242.37909090909	3232.11818181818	1198.28606060606	3495.06242424242	1686.71666666667	7021.23696969697	2831.75393939394	8949.90212121212	2338.37212121212	2133.15727272727	3222.89393939394	1993.66515151515	2668.78484848485	1408.73424242424	2320.17363636364	6872.76272727273	2773.01939393939	3347.49606060606
L_Ethylbenzene degradation	0	0	0	0	0	0	0	0	0	1643.15666666667	3004.50333333333	0	0	0	0	0	0	0	0	0	0	1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2465.47666666667	1330.92	0	482.805	0	2550.255	0	0	2200.76666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13158.7283333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635.993333333333	0	0	0	420.516666666667	0	0	5698.73666666667	0	0	0	0	0	0	0	707.151666666667	0	0	0	0
L_Styrene degradation	0	0	656.405555555556	0	0	756.516666666667	1334.25888888889	1424.50555555556	333.567777777778	604.341111111111	4369.32888888889	0	532.342222222222	281.916666666667	0	437.411111111111	0	0	463.424444444444	1916.38888888889	0	631.35	683.533333333333	0	0	0	0	182.444444444444	927.927777777778	639.02	0	0	562.444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713.055555555556	345.715555555556	0	0	413.033333333333	0	0	0	0	0	0	0	0	0	1119.71	459.62	748.838888888889	620.105555555555	0	2765.86111111111	344.046666666667	0	374.467777777778	0	0	0	0	0	0	2663.02222222222	0	0	0	0	617.566666666667	930.855555555556	439.533333333333	0	1034.21777777778	898.711111111111	8093.34444444444	450.888888888889	2966.98666666667	444.711111111111	0	0	0	0	346.981111111111	0	0	0	0	0	0	213.063333333333	121.318888888889	0	484.245555555556	0	194.19	0	0	3485.52777777778	0	988.41	0	0	337.472222222222	0	0	168.166666666667	0	1948.72666666667	357.033333333333	0
B_Butanoate metabolism	2259.99857142857	4134.43914285714	4454.82742857143	4924.77685714286	5883.44714285714	2632.48371428571	3706.66085714286	3529.32971428571	1864.49457142857	4955.59628571429	9124.58228571428	2478.96371428571	3954.50457142857	2547.68971428571	6097.936	2228.19257142857	1537.74857142857	4537.02714285714	4470.42085714286	5677.36942857143	3543.55542857143	2267.07228571429	3856.52885714286	4356.23771428571	6130.25971428571	2392.38285714286	2369.63571428571	2495.00657142857	4823.47914285714	5259.398	3188.99428571429	3806.19114285714	3844.222	7064.372	2937.33742857143	3109.62171428571	5517.97828571429	2522.076	1477.96057142857	2129.70171428571	5257.28228571429	4295.564	2344.09628571429	3927.61914285714	2670.67857142857	3052.06885714286	6787.644	3950.44257142857	4850.20342857143	2683.45485714286	2314.35942857143	5705.89085714286	3283.90428571429	2056.06085714286	3596.91771428571	4252.59657142857	2346.87285714286	3712.98171428571	2723.78857142857	2395.64028571429	3064.37542857143	4055.11685714286	1151.52685714286	3647.37885714286	4246.528	7379.08742857143	4753.928	4898.61428571429	1419.03028571429	2974.662	5791.02628571429	6310.10371428571	3881.55942857143	4513.208	2329.54971428571	1446.97885714286	865.374	2052.08228571429	2517.08828571429	8107.75942857143	5206.39628571429	2170.16571428571	2607.51771428571	3257.78514285714	7998.274	5096.394	2670.98485714286	3383.70628571429	3933.59628571428	4907.74657142857	2787.71	14549.8125714286	3941.55542857143	5304.35257142857	1732.48485714286	3355.79828571429	3036.93428571429	16319.7651428571	1125.59	3363.17742857143	3710.03771428571	2767.21257142857	4429.58571428571	2902.04657142857	4112.23	6087.77828571429	1840.42457142857	1608.96314285714	3432.03342857143	4108.42371428571	3130.08914285714	1284.62314285714	3968.80485714286	1749.15371428571	7140.69628571428	2888.45571428571	9441.75971428572	2452.26457142857	2116.21285714286	3258.97942857143	2059.38371428571	2834.94	1453.062	2189.52142857143	6479.46057142857	2788.698	3338.76171428571
B_C5-Branched dibasic acid metabolism	5625.715	8358.925	9304.13	11262.385	15490.235	6186.10166666667	6140.355	7767.75166666667	4808.42333333333	15003.3716666667	17642.805	6858.95666666667	10568.16	6323.51166666667	13879.94	5781	4502.83	13006.0616666667	9447.875	12875.82	9894.05333333333	5003.96166666667	8393.62	13197.9683333333	15576.1533333333	6220.68333333333	7048.135	5835.12333333333	9999.61666666667	14356.6416666667	8644.44666666666	11254.1033333333	9657.475	16523.3216666667	8519.39833333333	10428.29	12914.925	7172.07	3492.02666666667	5655.79333333333	15132.27	8624.35333333333	5482.58	13047.07	7433.64666666667	6926.215	19516.8216666667	10532.6983333333	13230.2133333333	8213.46666666667	4699.66333333333	13276.4516666667	8192.36333333333	5796.76833333333	9166.235	8460.73166666667	6619.685	10992.3866666667	7204.225	5431.36666666667	8439.70666666667	11132.7566666667	3142.415	8695.31666666667	8833.45	18266.9683333333	14834.2316666667	11680.345	2828.78833333333	7181.43833333333	9910.595	18439.0516666667	9389.65833333333	13620.6766666667	5594.08166666667	4681.86166666667	2533.18666666667	5667.93166666667	6227.72	18034.5233333333	8741.59	5597.62333333333	6334.17333333333	6899.84	21249.595	10118.1383333333	6193.01833333333	7610.92833333333	11351.8533333333	10236.6066666667	7391.9	22712.6066666667	8527.325	9440.63	4015.51833333333	9952.77666666667	7192.41833333333	31004.8433333333	3059.2	9717.35166666667	8499.95666666667	6969.63833333333	10132.8016666667	8195.46666666667	10564.0983333333	18834.7883333333	5360.25166666667	4420.91166666667	9234.5	11461.14	7384.425	3144.32	8927.35333333333	3743.24666666667	12963.0933333333	7822.55333333333	22781.2966666667	6603.26833333333	5967.62833333333	9461.84833333333	4846.43333333333	7090.63	3066.18	5529.14	14595.4683333333	7146.14333333333	4782.675
I_One carbon pool by folate	5257.08571428571	9444.12214285714	7947.64428571428	8972.07928571428	11291.8635714286	5944.42214285714	5598.89285714286	7269.31642857143	4551.12357142857	12776.8964285714	16030.445	6828.08214285714	9977.44071428571	5953.535	14116.2778571429	5205.78428571429	4337.07785714286	10928.605	11653.2364285714	11460.915	9411.09	4529.59571428571	9081.93857142857	11957.9957142857	16303.3257142857	5678.32928571429	6260.675	4989.98642857143	7991.00428571429	13812.9914285714	8605.38928571429	10200.1771428571	8420.08285714286	18302.8257142857	7846.73785714286	7621.00428571429	14573.2992857143	6384.52714285714	3176.80785714286	5472.83714285714	13433.5292857143	8479.68285714286	5011.70928571429	10999.48	7825.75071428571	5957.40428571429	18135.2828571429	10419.4821428571	13653.8828571429	7137.81785714286	4495.39142857143	12337.2042857143	8279.64214285714	5598.15142857143	8183.14785714286	7755.92642857143	5946.29428571428	10470.585	8007.06428571429	5216.35571428572	9895.29714285714	10563.0892857143	3007.3	8805.36357142857	7265.73071428572	19039.685	13366.2214285714	10950.4878571429	2376.58642857143	7553.06357142857	9784.17928571429	17750.6764285714	9403.35857142857	13165.6435714286	5093.475	4398.88642857143	2419.44571428571	5973.42571428571	6073.77642857143	16361.3092857143	7590.19571428571	4646.06428571429	5522.17642857143	5412.08571428571	21277.2407142857	6995.24642857143	5456.23071428571	7676.99071428571	8848.85785714286	9120.74571428571	6866.57571428571	20997.3642857143	8003.95428571429	9384.10071428571	4046.345	9651.72357142857	6084.43071428571	26041.1471428571	3130.76428571429	9195.71928571428	8036.93428571429	6234.06857142857	9636.995	8065.25285714286	9770.33285714286	13680.9035714286	4349.32928571429	4682.74357142857	8590.36428571429	10697.7307142857	7764.54642857143	3188.87357142857	8375.73142857143	3777.16428571429	11113.2864285714	6460.19357142857	26945.4171428571	5679.28857142857	5940.78785714286	8209.955	4906.09857142857	7329.97642857143	2670.025	6654.465	14030.2	6421.36214285714	4518.64071428571
